026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,029
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,016,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
016,016,016,016,016,002,016,016,016,016,016,016,016,002,002,002,016,016,016,016,016,016,016,016,016,016,016,016,016,023
016,016,016,016,016,002,016,016,016,016,016,016,016,002,002,002,016,016,016,016,016,016,016,016,016,016,016,016,016,023
016,016,016,016,016,002,016,016,016,016,016,016,016,002,002,002,016,016,016,016,016,016,016,016,016,016,016,016,016,023
016,016,016,016,016,002,002,016,016,016,016,016,016,002,002,002,016,016,016,016,016,016,016,016,016,016,016,016,016,023
016,016,016,016,016,016,002,016,016,016,016,016,016,002,002,002,016,016,016,016,016,016,016,016,016,016,016,016,016,023
016,016,016,016,016,002,002,016,016,016,016,016,016,002,002,002,016,016,016,016,016,016,016,016,016,016,016,016,016,023
016,016,016,016,016,002,016,016,016,016,002,016,016,002,002,002,016,016,016,016,016,016,016,016,016,016,016,016,016,023
016,016,016,016,016,002,016,016,016,002,002,002,016,002,002,002,016,016,016,016,016,016,016,016,016,016,016,016,016,023
016,016,016,016,002,002,002,002,016,016,016,002,016,002,002,002,016,016,016,016,016,016,016,016,016,016,016,016,016,023
016,016,016,016,002,016,016,002,016,016,016,002,016,002,002,002,016,016,016,016,016,016,016,016,016,016,016,016,016,023
016,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,023
016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,023
